ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
27,Minnesota,MN,27105,Nobles County,27105,"Nobles County, Minnesota",715.116418517764,22194,0,8424,61,7689,193,4970,690,330,108,1509,222,2885,322,2630,544,3809,120,6146,15,2871,302,761,169,2168,397,9837,167,813,168,207,74,256,91,548,143,541,30,22.8,3.2,3.0,1.0,19.6,2.8,20.6,2.3,12.0,2.5,17.2,0.5,27.7,0.1,13.1,1.4,9.9,2.2,10.6,1.9,44.3,0.8,9.7,2.0,2.5,0.9,3.3,1.1,7.1,1.8,2.4,0.1,0.9186,0.2558,0.4186,1.0,0.9767,3.5697,0.8488,0.2442,0.9884,0.5233,0.9884,1.0,3.7443,0.9767,0.9884,0.9884,0.9884,0.6628,0.3023,0.9302,0.8721,0.6163,3.3837,0.8605,11.6861,0.9535,1,0,0,1,1,3,0,1,0,1,1,3,1,1,0,0,1,0,0,1,8,22956,1202,155,1094,46,6658,0,1080,170,43,27,0,17,947,291,15,11,15.6,2.0,4.9,0.2,30.0,0.0,4.9,0.8,0.2,0.1,0.0,0.1,4.3,1.3,0.1,0.1
27,Minnesota,MN,27107,Norman County,27107,"Norman County, Minnesota",872.788508472376,6457,0,3213,111,2660,139,1145,138,167,46,518,75,320,67,394,96,1373,27,1534,18,865,88,126,39,9,51,776,35,220,56,147,33,45,20,136,49,151,4,18.2,2.2,5.1,1.4,19.5,2.6,7.2,1.5,6.2,1.5,21.3,0.4,23.8,0.3,13.7,1.4,4.7,1.4,0.1,0.8,12.0,0.5,6.8,1.7,4.6,1.1,1.7,0.6,5.1,1.8,2.3,0.1,0.4884,0.8372,0.3721,0.6395,0.8372,3.1744,0.7326,0.5698,0.6395,0.6744,0.4651,0.0233,2.3721,0.5,0.5465,0.5465,0.5465,0.4884,0.5581,0.4884,0.4651,0.5814,2.5814,0.5698,8.6744,0.6395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4663,406,53,75,15,353,0,8,4,118,42,0,13,222,57,0,13,15.3,1.8,1.2,0.2,5.5,0.0,0.1,0.1,1.8,0.6,0.0,0.3,3.4,0.9,0.0,0.3
27,Minnesota,MN,27109,Olmsted County,27109,"Olmsted County, Minnesota",653.50843435654,162307,0,69216,93,65970,600,21234,1643,3089,472,13723,930,5565,591,6172,761,25965,163,39178,28,15251,887,3026,416,3324,600,36391,525,10904,648,1725,298,1384,388,4442,561,2938,112,13.3,1.0,3.4,0.5,20.8,1.4,5.1,0.5,3.8,0.5,16.0,0.1,24.1,0.1,9.5,0.6,4.6,0.6,2.2,0.4,22.4,0.3,15.8,0.9,2.5,0.4,2.1,0.6,6.7,0.8,1.8,0.1,0.1279,0.4535,0.5349,0.1512,0.1977,1.4652,0.2209,0.1628,0.7093,0.0465,0.4302,0.8721,2.2209,0.3488,0.8837,0.8837,0.8837,0.9186,0.3023,0.686,0.814,0.3721,3.093,0.7558,7.6628,0.5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,184629,6320,535,11317,557,8649,0,10062,393,202,78,106,47,5527,847,528,239,9.6,0.8,7.0,0.3,5.3,0.0,6.2,0.2,0.1,0.1,0.1,0.1,3.4,0.5,0.3,0.1
27,Minnesota,MN,27111,Otter Tail County,27111,"Otter Tail County, Minnesota",1971.63318540771,60072,0,36513,91,24910,333,10515,791,1573,244,5402,440,2923,269,3028,376,14651,38,13009,0,8303,452,1041,198,494,145,5340,205,2026,303,2389,194,416,105,1390,246,1247,27,17.8,1.3,5.3,0.8,21.7,1.7,6.8,0.6,5.1,0.6,24.4,0.1,21.7,0.0,14.0,0.8,4.2,0.8,0.9,0.3,8.9,0.3,5.5,0.8,6.5,0.5,1.7,0.3,5.6,1.0,2.1,0.0,0.4651,0.8837,0.6512,0.5233,0.5465,3.0698,0.686,0.8372,0.2558,0.6977,0.3023,0.6279,2.7209,0.7558,0.3023,0.3023,0.3023,0.314,0.7558,0.4884,0.6279,0.5,2.6861,0.6047,8.7791,0.6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51346,3907,324,600,119,2244,0,298,75,138,41,30,32,1833,213,197,157,15.7,1.3,1.0,0.2,3.7,0.0,0.5,0.1,0.2,0.1,0.0,0.1,3.1,0.4,0.3,0.3
27,Minnesota,MN,27113,Pennington County,27113,"Pennington County, Minnesota",616.519609087526,13995,0,6673,38,6150,125,2178,325,144,55,1306,219,456,94,436,141,2581,45,3148,45,2027,212,306,98,41,61,1541,40,925,168,682,115,68,52,290,101,273,11,15.8,2.4,1.9,0.7,21.2,3.5,4.7,1.0,3.2,1.0,18.4,0.3,22.5,0.3,14.7,1.5,5.0,1.6,0.3,0.5,11.0,0.3,13.9,2.5,10.2,1.7,1.1,0.8,4.7,1.6,2.0,0.1,0.3256,0.0581,0.6047,0.093,0.0581,1.1395,0.1395,0.3488,0.4302,0.7442,0.593,0.2093,2.3255,0.4419,0.4651,0.4651,0.4651,0.907,0.8953,0.186,0.3605,0.4767,2.8255,0.6512,6.7556,0.3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16311,668,106,169,62,636,0,175,34,163,87,0,15,342,100,56,41,10.9,1.7,1.2,0.4,4.5,0.0,1.3,0.2,1.2,0.6,0.0,0.1,2.4,0.7,0.4,0.3
27,Minnesota,MN,27115,Pine County,27115,"Pine County, Minnesota",1411.335880826504,29090,0,17017,58,11380,226,5487,399,802,123,2676,213,1893,193,1681,170,6187,30,5631,0,5093,285,349,81,73,60,3400,60,572,103,2775,196,217,49,700,126,1441,73,19.9,1.4,5.8,0.9,23.5,1.8,8.8,0.9,6.0,0.6,21.3,0.1,19.4,0.0,18.3,1.0,3.1,0.7,0.3,0.2,11.7,0.2,3.4,0.6,16.3,1.1,1.9,0.3,6.2,1.1,5.0,0.3,0.6744,0.9186,0.8372,0.8605,0.7674,4.0581,0.9302,0.5698,0.0814,0.9767,0.0581,0.2093,1.8953,0.1279,0.5116,0.5116,0.5116,0.0581,0.9884,0.593,0.7326,0.9186,3.2907,0.814,9.7557,0.7791,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,22944,1797,147,616,41,907,0,303,41,578,85,0,17,962,129,34,27,15.8,1.3,2.1,0.1,3.1,0.0,1.0,0.1,2.0,0.3,0.0,0.1,3.3,0.4,0.1,0.1
27,Minnesota,MN,27117,Pipestone County,27117,"Pipestone County, Minnesota",465.052677116698,9380,0,4339,42,3965,104,1751,259,135,65,636,102,457,93,619,142,1917,21,2541,52,1231,190,202,73,83,48,1386,150,223,63,98,42,17,18,221,64,196,20,19.1,2.8,2.9,1.4,16.0,2.5,7.3,1.5,6.7,1.5,20.4,0.2,27.1,0.5,13.4,2.1,5.1,1.8,1.0,0.6,14.8,1.6,5.1,1.5,2.3,1.0,0.4,0.4,5.6,1.6,2.1,0.2,0.593,0.2209,0.0349,0.6628,0.8837,2.3953,0.4884,0.5233,0.9651,0.6279,0.6163,0.686,3.4186,0.9651,0.7209,0.7209,0.7209,0.2209,0.2093,0.0233,0.6279,0.5,1.5814,0.186,8.1162,0.5814,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9733,564,94,59,57,715,0,80,19,83,47,0,13,428,139,21,14,14.2,2.3,0.6,0.6,7.6,0.0,0.9,0.2,0.9,0.5,0.0,0.2,4.6,1.5,0.2,0.2
27,Minnesota,MN,27119,Polk County,27119,"Polk County, Minnesota",1970.998517117742,31128,0,14672,44,12472,234,6290,508,539,174,2870,314,1379,242,1450,371,5823,105,7629,0,3867,345,622,149,162,85,4710,168,1843,330,761,93,261,101,814,152,1354,24,21.0,1.7,3.4,1.1,23.0,2.5,6.6,1.1,4.8,1.2,18.7,0.3,24.5,0.0,12.7,1.1,5.0,1.2,0.6,0.3,15.1,0.5,12.5,2.2,5.2,0.6,2.1,0.7,6.5,1.2,4.3,0.1,0.7907,0.4535,0.7326,0.4535,0.4419,2.8722,0.593,0.3837,0.7558,0.4884,0.593,0.407,2.6279,0.6395,0.7442,0.7442,0.7442,0.8721,0.6628,0.686,0.7791,0.8372,3.8372,0.9651,10.0815,0.8256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27786,1491,172,752,192,2118,0,334,41,375,107,8,12,894,254,229,105,12.0,1.4,2.4,0.6,6.8,0.0,1.1,0.1,1.2,0.3,0.0,0.1,2.9,0.8,0.7,0.3
27,Minnesota,MN,27121,Pope County,27121,"Pope County, Minnesota",674.553652054912,11312,0,6375,85,4897,146,1778,204,58,19,991,121,392,99,355,80,2834,56,2379,29,1472,125,136,47,5,56,642,80,366,104,205,37,35,20,227,63,210,8,16.0,1.8,1.0,0.3,20.2,2.4,4.8,1.2,3.2,0.7,25.1,0.5,21.0,0.3,13.3,1.1,2.8,1.0,0.0,0.5,5.7,0.7,5.8,1.6,3.2,0.6,0.7,0.3,4.6,1.3,1.9,0.1,0.3488,0.0,0.4767,0.1047,0.0581,0.9883,0.093,0.8721,0.1512,0.6047,0.0233,0.0,1.6513,0.0349,0.0698,0.0698,0.0698,0.3372,0.407,0.0581,0.3023,0.4186,1.5232,0.1512,4.2326,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9023,780,108,50,27,210,0,89,18,18,17,0,15,245,86,30,20,15.9,2.2,0.4,0.2,1.9,0.0,0.8,0.2,0.2,0.2,0.0,0.2,2.2,0.8,0.3,0.2
27,Minnesota,MN,27123,Ramsey County,27123,"Ramsey County, Minnesota",152.24924836831,547202,0,229364,148,216969,957,109521,3847,14082,956,60572,1720,32406,1204,28683,1726,82506,28,126500,31,65163,1561,13096,935,23243,1469,221087,921,65517,1679,3089,370,9192,734,22413,1079,15893,84,20.5,0.7,4.7,0.3,27.9,0.8,8.8,0.3,5.3,0.3,15.1,0.1,23.1,0.1,12.0,0.3,6.0,0.4,4.5,0.3,40.4,0.2,28.5,0.7,1.3,0.2,4.2,0.3,10.3,0.5,2.9,0.0,0.7326,0.7791,1.0,0.8605,0.6512,4.0234,0.9186,0.1163,0.4884,0.3488,0.814,0.9651,2.7326,0.7674,0.9767,0.9767,0.9767,0.9884,0.0814,0.9651,1.0,0.7093,3.7442,0.9302,11.4769,0.9419,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,3,6,626619,19480,954,64532,1669,42013,0,81680,1096,2101,342,100,48,28508,2239,2153,659,9.0,0.4,11.8,0.3,7.7,0.0,14.9,0.2,0.4,0.1,0.0,0.1,5.2,0.4,0.4,0.1
27,Minnesota,MN,27125,Red Lake County,27125,"Red Lake County, Minnesota",432.40695996319,3912,0,1872,27,1638,57,670,112,29,17,296,50,136,31,108,32,852,6,953,19,517,63,65,19,6,34,346,6,98,33,152,36,33,16,74,21,39,3,17.2,2.9,1.5,0.8,18.1,3.0,5.0,1.2,2.8,0.8,21.8,0.1,24.4,0.5,13.2,1.6,4.0,1.2,0.2,0.9,8.8,0.2,5.3,1.8,8.1,1.9,2.0,0.9,4.5,1.3,1.0,0.1,0.4186,0.0233,0.186,0.1395,0.0349,0.8023,0.0581,0.6628,0.7442,0.5465,0.2326,0.1047,2.2908,0.4186,0.2907,0.2907,0.2907,0.2442,0.8256,0.6512,0.2558,0.0581,2.0349,0.3372,5.4187,0.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2822,317,51,32,23,149,0,0,9,60,18,0,9,105,31,0,9,19.4,3.1,0.8,0.6,3.8,0.0,0.0,0.5,1.5,0.5,0.0,0.5,2.7,0.8,0.0,0.5
27,Minnesota,MN,27127,Redwood County,27127,"Redwood County, Minnesota",878.572516819314,15428,0,7110,36,6075,149,2929,310,129,38,1089,138,725,105,1045,156,3309,57,3863,0,1714,139,203,50,90,58,2181,22,466,91,349,97,73,21,258,54,394,26,19.4,2.1,1.7,0.5,17.9,2.2,7.0,1.0,6.9,1.0,21.4,0.4,25.0,0.0,11.3,0.9,3.4,0.8,0.6,0.4,14.1,0.1,6.5,1.3,4.9,1.4,1.2,0.3,4.2,0.9,2.6,0.2,0.6279,0.0465,0.1744,0.5814,0.8953,2.3255,0.4535,0.6047,0.8488,0.2558,0.093,0.407,2.2093,0.3256,0.6744,0.6744,0.6744,0.4419,0.6279,0.2791,0.2093,0.6395,2.1977,0.4186,7.4069,0.4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14434,1037,104,106,30,598,0,400,39,566,100,0,15,478,120,33,18,17.1,1.7,0.7,0.2,3.9,0.0,2.6,0.2,3.7,0.6,0.0,0.1,3.1,0.8,0.2,0.1
27,Minnesota,MN,27129,Renville County,27129,"Renville County, Minnesota",982.904149448812,14707,0,6950,47,5876,113,2895,265,226,61,1019,103,886,127,676,160,3110,29,3419,24,1794,148,313,74,80,61,2060,41,512,95,231,67,62,35,369,54,380,8,20.2,1.8,3.1,0.8,17.3,1.7,8.6,1.2,4.7,1.1,21.1,0.2,23.2,0.2,12.5,1.0,5.3,1.3,0.6,0.4,14.0,0.3,7.3,1.4,3.3,1.0,1.0,0.5,6.3,0.9,2.6,0.1,0.7093,0.314,0.1047,0.8256,0.407,2.3606,0.4767,0.5581,0.5233,0.4302,0.6512,0.407,2.5698,0.6047,0.6628,0.6628,0.6628,0.5116,0.4302,0.1628,0.7558,0.6395,2.4999,0.5233,8.0931,0.5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11816,1131,110,90,28,1391,0,118,22,109,36,0,15,323,64,29,22,19.2,1.9,0.6,0.2,9.5,0.0,0.8,0.2,0.7,0.2,0.0,0.1,2.2,0.4,0.2,0.1
27,Minnesota,MN,27131,Rice County,27131,"Rice County, Minnesota",495.845610077724,67152,0,25064,84,23265,251,10134,1026,1860,404,5191,458,3240,347,3915,602,10866,119,14405,0,6206,523,1361,321,1591,329,13341,204,2726,374,1141,194,547,179,1156,219,7860,196,17.0,1.7,5.3,1.2,22.3,2.0,7.5,0.8,6.0,0.9,16.2,0.2,21.5,0.0,9.6,0.8,5.8,1.4,2.5,0.5,19.9,0.3,10.9,1.5,4.6,0.8,2.4,0.7,5.0,0.9,11.7,0.3,0.3837,0.8837,0.6744,0.7442,0.7674,3.4534,0.8023,0.186,0.1977,0.0698,0.7791,0.8953,2.1279,0.2558,0.8488,0.8488,0.8488,0.7791,0.5581,0.7674,0.4419,1.0,3.5465,0.8837,9.9766,0.8023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,59466,2197,289,4258,187,5860,0,1440,143,159,61,52,52,1536,300,36,23,9.4,1.2,6.3,0.3,8.7,0.0,2.1,0.2,0.2,0.1,0.1,0.1,2.3,0.4,0.1,0.1
27,Minnesota,MN,27133,Rock County,27133,"Rock County, Minnesota",482.458498135274,9659,0,4236,34,3923,98,1627,244,143,60,786,131,391,80,395,84,1935,21,2423,53,1111,123,165,72,7,47,709,28,260,72,41,18,65,41,241,71,276,16,17.3,2.6,2.8,1.2,20.0,3.3,6.0,1.2,4.2,0.9,20.0,0.2,25.1,0.6,11.8,1.3,4.3,1.8,0.1,0.5,7.3,0.3,6.1,1.7,1.0,0.4,1.7,1.0,6.1,1.8,2.9,0.2,0.4419,0.186,0.4535,0.3605,0.3023,1.7442,0.3023,0.4535,0.8605,0.3023,0.3372,0.0233,1.9768,0.186,0.186,0.186,0.186,0.3837,0.0233,0.4884,0.6977,0.7093,2.3024,0.4651,6.2094,0.2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7501,463,77,16,33,326,0,67,21,65,28,0,13,235,52,0,13,11.8,1.9,0.2,0.3,3.4,0.0,0.7,0.2,0.7,0.3,0.0,0.2,2.4,0.5,0.0,0.2
27,Minnesota,MN,27135,Roseau County,27135,"Roseau County, Minnesota",1671.741921056654,15294,0,7159,79,5833,140,2365,297,356,88,1179,137,742,125,728,127,2788,48,3653,0,1641,147,368,101,82,69,1584,111,694,112,1007,105,62,25,313,77,210,32,15.7,2.0,4.3,1.1,20.2,2.3,7.1,1.2,4.8,0.8,18.2,0.3,23.9,0.0,10.9,1.0,6.3,1.7,0.6,0.5,10.4,0.7,9.7,1.6,14.1,1.5,1.1,0.3,5.4,1.3,1.4,0.2,0.2907,0.6744,0.4767,0.6047,0.4419,2.4884,0.5116,0.3256,0.6628,0.1512,0.8605,0.407,2.4071,0.5465,0.4302,0.4302,0.4302,0.6628,0.9767,0.186,0.5814,0.1512,2.5581,0.5465,7.8838,0.5349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14701,1104,117,129,30,248,0,462,32,199,49,0,15,512,138,34,22,18.9,1.9,0.8,0.2,1.6,0.0,3.0,0.2,1.3,0.3,0.0,0.1,3.3,0.9,0.2,0.1
27,Minnesota,MN,27137,St. Louis County,27137,"St. Louis County, Minnesota",6248.112870284482,200122,0,103719,202,85726,717,41561,1705,4671,460,21077,955,7022,589,7291,705,40686,61,37449,33,28853,1158,3961,388,613,173,19548,297,11044,591,4163,306,1130,207,7310,573,8890,94,21.6,0.9,4.6,0.4,24.6,1.1,5.1,0.4,3.7,0.4,20.3,0.1,18.7,0.1,14.7,0.6,4.7,0.5,0.3,0.1,9.8,0.1,10.7,0.6,4.0,0.3,1.4,0.2,8.5,0.7,4.4,0.0,0.8837,0.7674,0.9186,0.1512,0.1512,2.8721,0.5814,0.5,0.0581,0.7442,0.4651,0.2093,1.9767,0.1744,0.3837,0.3837,0.3837,0.7442,0.5116,0.3837,0.9535,0.8605,3.4535,0.8721,8.686,0.6512,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,207348,11462,527,3132,322,3782,0,1914,201,3374,301,34,30,6949,504,363,169,13.4,0.6,1.6,0.2,1.9,0.0,1.0,0.1,1.7,0.2,0.0,0.1,3.5,0.3,0.2,0.1
27,Minnesota,MN,27139,Scott County,27139,"Scott County, Minnesota",356.109831390016,151347,0,54650,71,53014,412,14007,1646,2772,446,9272,708,5019,632,5025,761,17921,191,40155,0,12164,848,3174,559,2927,457,33558,613,4604,530,587,149,1233,304,1566,285,1556,62,9.4,1.1,3.2,0.5,17.5,1.3,5.1,0.6,3.4,0.5,11.8,0.1,26.5,0.0,8.1,0.6,6.0,1.1,2.1,100.0,22.2,0.4,8.4,1.0,1.1,0.3,2.4,0.6,3.0,0.5,1.0,0.0,0.0465,0.3721,0.1163,0.1512,0.093,0.7791,0.0349,0.0116,0.9535,0.0116,0.814,0.8488,2.6395,0.6628,0.8721,0.8721,0.8721,0.6163,0.0465,0.7674,0.0349,0.0581,1.5232,0.1512,5.8139,0.1977,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,128277,3265,446,7635,526,8517,0,9624,385,556,194,14,16,6520,761,692,438,6.2,0.9,5.0,0.3,5.6,0.0,6.4,0.3,0.4,0.1,0.0,0.1,4.3,0.5,0.5,0.3
27,Minnesota,MN,27141,Sherburne County,27141,"Sherburne County, Minnesota",432.909287159434,97820,0,36034,57,34379,353,9045,1214,1672,340,6416,692,3593,588,3154,607,11419,78,25375,0,9147,854,2256,451,983,281,11981,565,3426,489,369,140,521,190,1410,299,1865,110,9.4,1.3,3.0,0.6,18.7,2.0,5.6,0.9,3.3,0.6,11.7,0.1,25.9,0.0,9.5,0.9,6.6,1.3,1.1,0.3,12.2,0.6,9.5,1.4,1.0,0.4,1.6,0.5,4.1,0.9,1.9,0.1,0.0465,0.2558,0.2907,0.2558,0.0814,0.9302,0.0814,0.0,0.9186,0.0465,0.907,0.7093,2.5814,0.6163,0.5581,0.5581,0.5581,0.6512,0.0233,0.4302,0.1744,0.4186,1.6977,0.2326,5.7674,0.186,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,71153,2387,341,3119,405,2918,0,1302,250,247,88,0,22,3845,674,550,333,6.9,1.0,3.2,0.4,3.0,0.0,1.3,0.3,0.3,0.1,0.0,0.1,3.9,0.7,0.6,0.3
27,Minnesota,MN,27143,Sibley County,27143,"Sibley County, Minnesota",588.840818101088,14950,0,6462,61,5882,130,2174,300,260,71,1100,135,713,129,673,146,2794,23,3426,0,1858,196,111,36,173,103,1868,23,393,85,171,51,125,46,292,82,204,8,14.7,2.0,3.2,0.9,18.7,2.3,6.8,1.3,4.5,1.0,18.7,0.2,22.9,0.0,12.5,1.3,1.8,0.6,1.2,0.7,12.5,0.2,6.1,1.3,2.6,0.8,2.1,0.7,5.0,1.4,1.4,0.1,0.1977,0.3721,0.2907,0.5233,0.3721,1.7559,0.314,0.3837,0.4535,0.4302,0.0,0.7442,2.0116,0.1977,0.593,0.593,0.593,0.3837,0.3256,0.686,0.4419,0.1512,1.9884,0.3256,6.3489,0.3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10817,1008,99,143,29,1387,0,67,20,39,15,9,14,208,40,15,16,17.1,1.6,1.0,0.2,9.3,0.0,0.4,0.1,0.3,0.1,0.1,0.1,1.4,0.3,0.1,0.1
27,Minnesota,MN,27145,Stearns County,27145,"Stearns County, Minnesota",1342.890587390466,158622,0,65786,119,60509,525,31838,2201,3927,669,14182,903,7143,625,6696,677,24575,76,36804,0,17570,968,3367,441,2308,477,26893,191,13133,844,1462,210,1956,369,3399,519,7472,75,20.9,1.4,4.4,0.8,23.4,1.5,7.3,0.6,4.3,0.4,15.5,0.1,23.2,0.0,11.2,0.6,5.5,0.7,1.6,0.3,17.0,0.1,20.0,1.3,2.2,0.3,3.2,0.6,5.6,0.9,4.7,0.0,0.7791,0.7326,0.8256,0.6628,0.314,3.3141,0.7791,0.1395,0.5233,0.2209,0.7209,0.814,2.4186,0.5581,0.8023,0.8023,0.8023,0.9535,0.186,0.9186,0.6279,0.8953,3.5813,0.8953,10.1163,0.8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,167357,7006,477,12732,501,5978,0,2973,351,162,64,37,43,4672,603,339,251,11.6,0.8,8.0,0.3,3.8,0.0,1.9,0.2,0.1,0.1,0.0,0.1,2.9,0.4,0.2,0.2
27,Minnesota,MN,27147,Steele County,27147,"Steele County, Minnesota",429.548206314808,37396,0,15731,60,15011,193,6296,676,676,186,3498,388,1853,348,1353,291,6889,71,9179,13,4054,398,816,173,509,187,5577,127,1632,223,459,127,240,112,1115,225,582,20,17.1,1.8,3.4,0.9,23.3,2.6,7.3,1.4,3.7,0.8,18.4,0.2,24.5,0.1,11.0,1.1,5.4,1.2,1.4,0.5,14.9,0.3,10.3,1.4,2.9,0.8,1.6,0.7,7.4,1.5,1.6,0.1,0.3953,0.4535,0.7674,0.6628,0.1512,2.4302,0.5,0.3488,0.7558,0.186,0.6744,0.7791,2.7441,0.7791,0.7326,0.7326,0.7326,0.7209,0.3837,0.4302,0.907,0.2907,2.7325,0.6163,8.6394,0.6279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,39769,2019,259,1140,190,3093,0,158,108,52,25,0,20,1081,241,53,73,13.5,1.7,3.0,0.5,8.3,0.0,0.4,0.3,0.1,0.1,0.0,0.1,2.9,0.6,0.1,0.2
27,Minnesota,MN,27149,Stevens County,27149,"Stevens County, Minnesota",563.65850087033,9682,0,4202,45,3798,108,1895,278,71,24,700,135,370,97,479,133,1675,19,2121,44,1081,156,126,68,298,80,1410,27,515,125,118,48,69,41,164,64,425,15,20.3,3.0,1.4,0.5,18.4,3.5,6.4,1.7,5.0,1.4,17.3,0.2,21.9,0.5,11.3,1.6,3.3,1.8,3.3,0.9,14.6,0.3,12.3,3.0,2.8,1.2,1.8,1.0,4.3,1.7,4.4,0.2,0.7209,0.0116,0.2674,0.4186,0.5349,1.9534,0.3605,0.2674,0.3605,0.2558,0.0814,0.9419,1.907,0.1395,0.6977,0.6977,0.6977,0.8605,0.3488,0.5581,0.2326,0.8605,2.8605,0.6744,7.4186,0.4651,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,11259,416,94,151,28,768,0,103,62,144,81,33,18,202,69,9,13,11.0,2.4,1.6,0.3,7.9,0.0,1.1,0.6,1.5,0.8,0.3,0.2,2.1,0.7,0.1,0.1
